#DroneDeploy	4.21.0.1517
#Flight Recorder
User ID	58adcdaff6b11d0001fff143
Organization ID	5ce4361f919c5f0001530f71
Session ID	unknown_plan_id
Session Start	11/13/2020 01:12:40
#Device
Device Model	iPad
Device User Interface Idiom	iPad	1
Device Operating System	iOS	14.1
Device SSID
#Aircraft
Aircraft Model	Phantom 4 Pro
Aircraft Name	Fake Aircraft Name
Aircraft Firmware	Fake Aircraft Firmware Package
#Aircraft Battery
Full Charge Volume (mAh)	1
Remaining Life (%)	1
Discharges	4
#Components
Battery Cells Number	0
Battery Serial Number	Fake Battery Serial
Battery Firmware	Fake Battery Firmware
Flight Controller Serial Number	Fake FC Serial
Flight Controller Firmware	Fake FC Firwmare
Gimbal Firmware	Fake Gimbal Firmware
Remote Control Serial Number	Fake RC Serial
Remote Control Firmware	Fake RC Firmware
Camera Serial Number	Fake Camera Serial
Date/Time (UTC)	Elapsed Time (sec)	Info	Device Latitude (Degrees)	Device Longitude (Degrees)	Device Location Last Updated (ms)	Aircraft Battery Power (%)	Aircraft Battery Charge (mAh)	Aircraft Battery Current (mA)	Aircraft Battery Voltage (mV)	Aircraft Battery Temperature (Fahrenheit)	Aircraft Battery Last Updated (ms)	Aircraft Battery Cell 1 Voltage	Aircraft Battery Cell 2 Voltage	Aircraft Battery Cell 3 Voltage	Aircraft Battery Cell 4 Voltage	Aircraft Battery Cell Voltage Last Updated (ms)	Aircraft Latitude (Degrees)	Aircraft Longitude (Degrees)	Aircraft Speed (mph)	Aircraft Barometric Altitude (ft)	Aircraft Heading (Degrees)	Aircraft Vel - X (mph)	Aircraft Vel - Y (mph)	Aircraft Vel - Z (mph)	Aircraft Pitch (Degrees)	Aircraft Roll (Degrees)	Aircraft Satellites	Aircraft Motors On	Aircraft Flying	Aircraft Flight Mode	Aircraft Flight Mode Value	Aircraft IMU Preheating	Aircraft Ultrasonic On	Aircraft Ultrasonic Altitude (ft)	Aircraft Vision On	Aircraft GPS Signal	Aircraft GPS Signal Value	Aircraft No-fly	Aircraft No-fly Value	Aircraft No-fly Latitude (Degrees)	Aircraft No-fly Longitude (Degrees)	Aircraft No-fly Radius (ft)	Home Latitude (Degrees)	Home Longitude (Degrees)	Aircraft Smart Go-home Flight Time Remaining (sec)	Aircraft Smart Go-home Flight Return Time (sec)	Aircraft Smart Go-home Landing Time (sec)	Aircraft Smart Go-home Return Power (%)	Aircraft Smart Go-home Landing Power (%)	Aircraft Smart Go-home Radius (ft)	Aircraft Smart Go-home Countdown (sec)	Aircraft Smart Go-home Requesting	Aircraft System State Last Updated (ms)	Gimbal Pitch (Degrees)	Gimbal Roll (Degrees)	Gimbal Yaw (Degrees)	Gimbal Mode	Gimbal Mode Value	Gimbal Pitch at Stop	Gimbal Roll at Stop	Gimbal Yaw at Stop	Gimbal Status Last Updated (ms)	Landing Gear is Movable	Landing Gear Status	Landing Gear Status Value	Landing Gear Mode	Landing Gear Mode Value	Landing Gear Last Updated (ms)	RC State	RC State Value	RC Left Horizontal	RC Left Vertical	RC Right Horizontal	RC Right Vertical	RC Left Wheel	RC Right Wheel	RC Landing Gear	RC Landing Gear Value	RC Go Home	RC Record	RC Shutter	RC Playback	RC Pause	RC Custom 1	RC Custom 2	RC State Last Updated (ms)	RC Battery (%)	RC Battery State Last Updated (ms)	RC Sattelites	RC Horizontal Accuaracy (ft)	RC Latitude (Degrees)	RC Longitude (Degrees)	RC GSP Data is Valid	RC GPS State Last Updated (ms)	RC Signal 1	RC Signal 2	RC Signal Last Updated (ms)	LB Signal 1	LB Signal 2	LB Signal Last Updated (ms)	Aircraft Camera Mode	Aircraft Camera Mode Value	Aircraft Camera Overheated	Aircraft Camera Sensor Error	Aircraft Camera Recording	Aircraft Camera Raw Capture	Aircraft Camera Interval Capture	Aircraft Camera Burst Capture	Aircraft Camera Single Capture	Aircraft Camera Storing Photo	Aircraft Camera State Last Updated (ms)	Aircraft Camera SD Card Exists	Aircraft Camera SD Card Remaining (%)	Aircraft Camera SD Card State Last Updated (ms)	Aircraft Camera Changeable Lens Supported	Aircraft Camera Lens Installed	Aircraft Camera Lens Type	Aircraft Camera Lens AF Enabled	Aircraft Camera Lens Focus Mode	Aircraft Camera Lens Focus Mode Value	Aircraft Camera Lens Focus Status	Aircraft Camera Lens Focus Status Value	Aircraft Camera Lens MF Assistant	Aircraft Camera Lens AF Assistant	Aircraft Camera Lens Assistant Working	Aircraft Camera Lens State Last Updated (ms)	Compass Index	Compass Sensor Value	Compass State	Compass State Last Updated (ms)	Compass Calibration State	Compass Calibration Last Updated (ms)	Device > Aircraft Distance - XY (ft)
11/13/2020 01:15:33	172.582		0.0	0.0	172581.8009376526	56	1	1	25	73.4	1.341104507446289	0	0	0	0	172581.768989563	37.77297720906196	-122.40649400091071	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.6140937805175781	-90.0	0.0	0.0	Free	0	1	1	1	570.2638626098633	0	Unknown	0	Unknown	3	172581.79998397827	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.0538101196289062	100	1.0137557983398438	1	0.0	0.0	0.0	1	1.3599395751953125	0	0	172581.80212974548	0	0	172581.8030834198	Shoot Photo	0	0	0	0	0	0	0	0	0	398.12302589416504	1	100.0	398.0832099914551	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	172581.82001113892	0	91.0	2	1.5728473663330078	255	172581.8212032318	3902840.023050659
11/13/2020 01:15:33	172.772		0.0	0.0	172771.12889289856	56	1	1	25	73.4	1.5330314636230469	0	0	0	0	172771.09813690186	37.77297701601797	-122.40648262931873	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.750946044921875	-90.0	0.0	0.0	Free	0	1	1	1	759.5920562744141	0	Unknown	0	Unknown	3	172771.12793922424	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.3461112976074219	100	1.2979507446289062	1	0.0	0.0	0.0	1	1.56402587890625	0	0	172771.1319923401	0	0	172771.13318443298	Shoot Photo	0	0	0	0	0	0	0	0	0	587.4528884887695	1	100.0	587.4133110046387	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	172771.15106582642	0	91.0	2	1.7249584197998047	255	172771.15321159363	3902839.7411575667
11/13/2020 01:15:33	172.958		0.0	0.0	172957.52382278442	56	1	1	25	73.4	1.650094985961914	0	0	0	0	172957.49711990356	37.772976822972886	-122.40647125772682	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.9118785858154297	-90.0	0.0	0.0	Free	0	1	1	1	945.9967613220215	0	Unknown	0	Unknown	3	172957.533121109	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.3630390167236328	100	1.3232231140136719	1	0.0	0.0	0.0	1	1.6851425170898438	0	0	172957.53979682922	0	0	172957.54218101501	Shoot Photo	0	0	0	0	0	0	0	0	0	773.8630771636963	1	100.0	773.8242149353027	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	172957.56316184998	0	91.0	2	1.8792152404785156	255	172957.56697654724	3902839.459264471
11/13/2020 01:15:33	173.146		0.0	0.0	173145.7657814026	56	1	1	25	73.4	189.8939609527588	0	0	0	0	173145.74313163757	37.772976822972886	-122.40647125772682	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	190.15884399414062	-90.0	0.0	0.0	Free	0	1	1	1	1134.2439651489258	0	Unknown	0	Unknown	3	173145.77984809875	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	189.60905075073242	100	189.56899642944336	1	0.0	0.0	0.0	1	189.92996215820312	0	0	173145.7850933075	0	0	173145.7860469818	Shoot Photo	0	0	0	0	0	0	0	0	0	962.1059894561768	1	100.0	962.0671272277832	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	173145.80512046814	0	91.0	2	190.12022018432617	255	173145.80702781677	3902839.459264471
11/13/2020 01:15:33	173.343		0.0	0.0	173342.96989440918	56	1	1	25	73.4	196.4411735534668	0	0	0	0	173342.94414520264	37.77297662992671	-122.40645988613497	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	196.69318199157715	-90.0	0.0	0.0	Free	0	1	1	1	197.0820426940918	0	Unknown	0	Unknown	3	173342.97800064087	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	196.13194465637207	100	196.0909366607666	1	0.0	0.0	0.0	1	196.47598266601562	0	0	173342.98491477966	0	0	173342.98586845398	Shoot Photo	0	0	0	0	0	0	0	0	0	197.30806350708008	1	100.0	197.2367763519287	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	173343.0051803589	0	91.0	2	196.65884971618652	255	173343.00708770752	3902839.177371371
11/13/2020 01:15:33	173.547		0.0	0.0	173546.9217300415	56	1	1	25	73.4	1.4867782592773438	0	0	0	0	173546.89693450928	37.77297624383108	-122.40643714295143	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.7647743225097656	-90.0	0.0	0.0	Free	0	1	1	1	401.04198455810547	0	Unknown	0	Unknown	3	173546.93698883057	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.178741455078125	100	1.1370182037353516	1	0.0	0.0	0.0	1	1.5251636505126953	0	0	173546.94294929504	0	0	173546.94485664368	Shoot Photo	0	0	0	0	0	0	0	0	0	401.26991271972656	1	100.0	401.1991024017334	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	173546.96702957153	0	91.0	2	1.7268657684326172	255	173546.97012901306	3902838.613585162
11/13/2020 01:15:34	173.739		0.0	0.0	173738.11769485474	56	1	1	25	73.4	1.3189315795898438	0	0	0	0	173738.0928993225	37.77297605078162	-122.40642577135976	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.6188621520996094	-90.0	0.0	0.0	Free	0	1	1	1	592.2350883483887	0	Unknown	0	Unknown	3	173738.12985420227	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	0.9310245513916016	100	0.865936279296875	1	0.0	0.0	0.0	1	1.3346672058105469	0	0	173738.13390731812	0	0	173738.135099411	Shoot Photo	0	0	0	0	0	0	0	0	0	592.4601554870605	1	100.0	592.3888683319092	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	173738.15631866455	0	91.0	2	1.5740394592285156	255	173738.15894126892	3902838.331692054
11/13/2020 01:15:34	173.925		0.0	0.0	173924.77583885193	56	1	1	25	73.4	1.1239051818847656	0	0	0	0	173924.7500896454	37.77297585773106	-122.40641439976812	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.3508796691894531	-90.0	0.0	0.0	Free	0	1	1	1	778.8901329040527	0	Unknown	0	Unknown	3	173924.78489875793	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	0.9050369262695312	100	0.8580684661865234	1	0.0	0.0	0.0	1	1.1677742004394531	0	0	173924.78799819946	0	0	173924.78799819946	Shoot Photo	0	0	0	0	0	0	0	0	0	779.1099548339844	1	100.0	779.0379524230957	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	173924.80421066284	0	91.0	2	1.3170242309570312	255	173924.80492591858	3902838.0497989412
11/13/2020 01:15:34	174.108		0.0	0.0	174107.5098514557	56	1	1	25	73.4	1.4951229095458984	0	0	0	0	174107.48100280762	37.77297566467942	-122.40640302817658	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.7888545989990234	-90.0	0.0	0.0	Free	0	1	1	1	961.6200923919678	0	Unknown	0	Unknown	3	174107.51509666443	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.1608600616455078	100	1.0960102081298828	1	0.0	0.0	0.0	1	1.5273094177246094	0	0	174107.5189113617	0	0	174107.5189113617	Shoot Photo	0	0	0	0	0	0	0	0	0	961.8411064147949	1	100.0	961.7698192596436	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	174107.5382232666	0	91.0	2	1.7299652099609375	255	174107.53989219666	3902837.7679058244
11/13/2020 01:15:34	174.298		0.0	0.0	174297.67894744873	56	1	1	25	73.4	1.1730194091796875	0	0	0	0	174297.64699935913	37.77297547162669	-122.40639165658509	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.3890266418457031	-90.0	0.0	0.0	Free	0	1	1	1	190.0629997253418	0	Unknown	0	Unknown	3	174297.6770401001	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	0.9410381317138672	100	0.9069442749023438	1	0.0	0.0	0.0	1	1.2049674987792969	0	0	174297.68013954163	0	0	174297.68109321594	Shoot Photo	0	0	0	0	0	0	0	0	0	188.1120204925537	1	100.0	188.07601928710938	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	174297.69706726074	0	91.0	2	1.3589859008789062	255	174297.69802093506	3902837.4860127056
11/13/2020 01:15:34	174.483		0.0	0.0	174483.07180404663	56	1	1	25	73.4	1.2650489807128906	0	0	0	0	174483.0379486084	37.77297527857286	-122.40638028499363	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.477956771850586	-90.0	0.0	0.0	Free	0	1	1	1	375.45204162597656	0	Unknown	0	Unknown	3	174483.06703567505	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	0.9789466857910156	100	0.9441375732421875	1	0.0	0.0	0.0	1	1.2927055358886719	0	0	174483.06894302368	0	0	174483.06918144226	Shoot Photo	0	0	0	0	0	0	0	0	0	373.5008239746094	1	100.0	373.46506118774414	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	174483.0870628357	0	91.0	2	1.4469623565673828	255	174483.08801651	3902837.204119582
11/13/2020 01:15:35	174.666		0.0	0.0	174665.5969619751	56	1	1	25	73.4	1.2788772583007812	0	0	0	0	174665.60006141663	37.77297508551794	-122.40636891340228	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.5478134155273438	-90.0	0.0	0.0	Free	0	1	1	1	558.0360889434814	0	Unknown	0	Unknown	3	174665.65108299255	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.0759830474853516	100	1.04522705078125	1	0.0	0.0	0.0	1	1.3720989227294922	0	0	174665.65585136414	0	0	174665.65704345703	Shoot Photo	0	0	0	0	0	0	0	0	0	556.0898780822754	1	100.0	556.053876876831	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	174665.67611694336	0	91.0	2	1.5249252319335938	255	174665.678024292	3902836.922226457
11/13/2020 01:15:35	174.852		0.0	0.0	174851.70888900757	56	1	1	25	73.4	187.3950958251953	0	0	0	0	174851.6800403595	37.77297508551794	-122.40636891340228	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	187.61205673217773	-90.0	0.0	0.0	Free	0	1	1	1	744.0938949584961	0	Unknown	0	Unknown	3	174851.70817375183	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	187.1318817138672	100	187.10088729858398	1	0.0	0.0	0.0	1	187.42799758911133	0	0	174851.71103477478	0	0	174851.7119884491	Shoot Photo	0	0	0	0	0	0	0	0	0	742.1431541442871	1	100.0	742.1109676361084	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	174851.73225402832	0	91.0	2	187.58106231689453	255	174851.73296928406	3902836.922226457
11/13/2020 01:15:35	175.029		0.0	0.0	175028.71179580688	56	1	1	25	73.4	176.52511596679688	0	0	0	0	175028.70798110962	37.772974892461924	-122.40635754181093	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	176.79810523986816	-90.0	0.0	0.0	Free	0	1	1	1	921.1320877075195	0	Unknown	0	Unknown	3	175028.7480354309	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	176.2979030609131	100	176.26404762268066	1	0.0	0.0	0.0	1	176.58329010009766	0	0	175028.75685691833	0	0	175028.75900268555	Shoot Photo	0	0	0	0	0	0	0	0	0	919.191837310791	1	100.0	919.1570281982422	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	175028.7790298462	0	91.0	2	176.76901817321777	255	175028.78308296204	3902836.640333326
11/13/2020 01:15:35	175.210		0.0	0.0	175209.36584472656	56	1	1	25	73.4	1.3871192932128906	0	0	0	0	175209.34009552002	37.7729745063466	-122.40633479862848	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.6529560089111328	-90.0	0.0	0.0	Free	0	1	1	1	178.79581451416016	0	Unknown	0	Unknown	3	175209.37514305115	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.0819435119628906	100	1.0411739349365234	1	0.0	0.0	0.0	1	1.4181137084960938	0	0	175209.3789577484	0	0	175209.37991142273	Shoot Photo	0	0	0	0	0	0	0	0	0	178.9708137512207	1	100.0	178.91812324523926	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	175209.40113067627	0	91.0	2	1.6171932220458984	255	175209.4030380249	3902836.076547056
11/13/2020 01:15:35	175.386		0.0	0.0	175385.72692871094	56	1	1	25	73.4	1.4560222625732422	0	0	0	0	175385.70022583008	37.772974313287314	-122.40632342703734	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.7309188842773438	-90.0	0.0	0.0	Free	0	1	1	1	355.15594482421875	0	Unknown	0	Unknown	3	175385.7340812683	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.1501312255859375	100	1.1057853698730469	1	0.0	0.0	0.0	1	1.4870166778564453	0	0	175385.7400417328	0	0	175385.7400417328	Shoot Photo	0	0	0	0	0	0	0	0	0	355.3299903869629	1	100.0	355.27706146240234	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	175385.75911521912	0	91.0	2	1.6880035400390625	255	175385.76102256775	3902835.7946539167
11/13/2020 01:15:35	175.565		0.0	0.0	175564.14365768433	56	1	1	25	73.4	1.1138916015625	0	0	0	0	175564.11218643188	37.772974120226934	-122.40631205544625	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.325845718383789	-90.0	0.0	0.0	Free	0	1	1	1	533.5578918457031	0	Unknown	0	Unknown	3	175564.1360282898	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	0.8740425109863281	100	0.843048095703125	1	0.0	0.0	0.0	1	1.1408329010009766	0	0	175564.13793563843	0	0	175564.13912773132	Shoot Photo	0	0	0	0	0	0	0	0	0	533.726692199707	1	100.0	533.6742401123047	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	175564.15605545044	0	91.0	2	1.2938976287841797	255	175564.15605545044	3902835.5127607738
11/13/2020 01:15:36	175.738		0.0	0.0	175737.55478858948	56	1	1	25	73.4	174.5288372039795	0	0	0	0	175737.5259399414	37.772974120226934	-122.40631205544625	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	174.7429370880127	-90.0	0.0	0.0	Free	0	1	1	1	706.9768905639648	0	Unknown	0	Unknown	3	175737.55407333374	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	174.29304122924805	100	174.26204681396484	1	0.0	0.0	0.0	1	174.5598316192627	0	0	175737.5569343567	0	0	175737.55812644958	Shoot Photo	0	0	0	0	0	0	0	0	0	707.1468830108643	1	100.0	707.0951461791992	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	175737.57600784302	0	91.0	2	174.7148036956787	255	175737.57815361023	3902835.5127607738
11/13/2020 01:15:36	175.924		0.0	0.0	175923.89178276062	56	1	1	25	73.4	1.4622211456298828	0	0	0	0	175923.86412620544	37.772973734102884	-122.40628931226426	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.767873764038086	-90.0	0.0	0.0	Free	0	1	1	1	893.3439254760742	0	Unknown	0	Unknown	3	175923.92206192017	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.096963882446289	100	1.0509490966796875	1	0.0	0.0	0.0	1	1.4929771423339844	0	0	175923.92802238464	0	0	175923.92897605896	Shoot Photo	0	0	0	0	0	0	0	0	0	893.5179710388184	1	100.0	893.4659957885742	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	175923.94828796387	0	91.0	2	1.7290115356445312	255	175923.94995689392	3902834.948974477
11/13/2020 01:15:36	176.101		0.0	0.0	176100.58879852295	56	1	1	25	73.4	1.1072158813476562	0	0	0	0	176100.55494308472	37.77297354103922	-122.40627794067335	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.3098716735839844	-90.0	0.0	0.0	Free	0	1	1	1	1070.0020790100098	0	Unknown	0	Unknown	3	176100.57997703552	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	0.8728504180908203	100	0.8411407470703125	1	0.0	0.0	0.0	1	1.1348724365234375	0	0	176100.58283805847	0	0	176100.58403015137	Shoot Photo	0	0	0	0	0	0	0	0	0	0.09703636169433594	1	100.0	1070.1169967651367	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	176100.59928894043	0	91.0	2	1.280069351196289	255	176100.60000419617	3902834.6670813235
11/13/2020 01:15:36	176.285		0.0	0.0	176284.28983688354	56	1	1	25	73.4	1.5630722045898438	0	0	0	0	176284.26122665405	37.77297334797446	-122.4062665690825	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.7888545989990234	-90.0	0.0	0.0	Free	0	1	1	1	183.64787101745605	0	Unknown	0	Unknown	3	176284.2981815338	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.3108253479003906	100	1.2769699096679688	1	0.0	0.0	0.0	1	1.6040802001953125	0	0	176284.3029499054	0	0	176284.3039035797	Shoot Photo	0	0	0	0	0	0	0	0	0	181.2729835510254	1	100.0	181.23316764831543	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	176284.32416915894	0	91.0	2	1.7669200897216797	255	176284.32822227478	3902834.3851881665
11/13/2020 01:15:36	176.462		0.0	0.0	176461.7338180542	56	1	1	25	73.4	1.6639232635498047	0	0	0	0	176461.73095703125	37.77297315490861	-122.40625519749172	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.9710063934326172	-90.0	0.0	0.0	Free	0	1	1	1	361.1581325531006	0	Unknown	0	Unknown	3	176461.8079662323	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.3489723205566406	100	1.3191699981689453	1	0.0	0.0	0.0	1	1.7418861389160156	0	0	176461.80987358093	0	0	176461.80987358093	Shoot Photo	0	0	0	0	0	0	0	0	0	358.80398750305176	1	100.0	358.7641716003418	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	176461.85302734375	0	91.0	2	1.9648075103759766	255	176461.85421943665	3902834.1032950054
11/13/2020 01:15:37	176.639		0.0	0.0	176638.39292526245	56	1	1	25	73.4	178.2970428466797	0	0	0	0	176638.36097717285	37.77297315490861	-122.40625519749172	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	178.56884002685547	-90.0	0.0	0.0	Free	0	1	1	1	537.7399921417236	0	Unknown	0	Unknown	3	176638.3888721466	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	177.93011665344238	100	177.9000759124756	1	0.0	0.0	0.0	1	178.32279205322266	0	0	176638.39101791382	0	0	176638.39197158813	Shoot Photo	0	0	0	0	0	0	0	0	0	535.3589057922363	1	100.0	535.3190898895264	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	176638.4081840515	0	91.0	2	178.51877212524414	255	176638.40889930725	3902834.1032950054
